customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST2998,Male,0,Yes,Yes,62,No,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Credit card,105.22,6603.24,Yes
CUST2999,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Month-to-month,Yes,Electronic check,25.64,765.07,Yes
CUST3000,Female,0,Yes,Yes,18,No,No phone service,DSL,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer,66.12,1247.43,Yes
CUST3001,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card,37.81,950.79,Yes
CUST3002,Female,1,No,No,10,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,103.75,1069.24,Yes
CUST3003,Female,0,Yes,No,19,No,No phone service,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,One year,No,Mailed check,117.12,2286.67,Yes
CUST3004,Female,1,No,No,55,No,No phone service,Fiber optic,No internet service,No internet service,No,No internet service,No internet service,No,Two year,Yes,Credit card,113.07,6314.46,No
CUST3005,Male,0,Yes,Yes,44,Yes,No phone service,DSL,Yes,No,Yes,No,No,No internet service,Month-to-month,Yes,Electronic check,70.33,3122.73,Yes
CUST3006,Male,0,No,No,67,No,Yes,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,71.1,4810.62,Yes
CUST3007,Female,0,No,Yes,46,Yes,No,Fiber optic,Yes,No internet service,No,No,No,No internet service,Two year,Yes,Credit card,110.82,5148.09,No
CUST3008,Male,0,No,No,57,No,No phone service,No,No,No,Yes,Yes,Yes,No internet service,One year,No,Bank transfer,92.17,5256.42,No
CUST3009,Female,1,Yes,Yes,9,No,No,DSL,No,No internet service,No,No internet service,Yes,Yes,One year,Yes,Mailed check,27.46,255.83,No
CUST3010,Male,0,Yes,No,21,Yes,No phone service,Fiber optic,No internet service,No,No internet service,No,No,Yes,One year,No,Electronic check,32.83,714.27,Yes
CUST3011,Female,0,No,Yes,70,Yes,Yes,No,Yes,No internet service,No,Yes,No internet service,No,Month-to-month,No,Bank transfer,115.17,8146.01,Yes
CUST3012,Female,0,No,No,23,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,56.59,1351.58,Yes
CUST3013,Male,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Electronic check,38.74,2541.07,No
CUST3014,Male,1,Yes,Yes,60,Yes,No phone service,No,No internet service,No internet service,Yes,No internet service,No,No internet service,One year,No,Mailed check,93.55,5684.7,Yes
CUST3015,Female,1,No,Yes,6,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card,107.97,692.65,Yes
CUST3016,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,40.66,2901.08,No
CUST3017,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No,No,No,One year,No,Bank transfer,45.14,1685.52,No
CUST3018,Male,0,Yes,Yes,20,Yes,No,DSL,No internet service,No internet service,No,Yes,Yes,No internet service,Month-to-month,No,Electronic check,109.99,2217.29,Yes
CUST3019,Female,0,Yes,No,7,Yes,No,No,Yes,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Electronic check,21.32,158.57,No
CUST3020,Male,1,Yes,Yes,27,Yes,No,No,No,No,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,110.8,3081.43,Yes
CUST3021,Female,0,Yes,No,53,Yes,No phone service,Fiber optic,No internet service,No,No,Yes,No internet service,No internet service,Month-to-month,No,Mailed check,23.93,1268.58,Yes
CUST3022,Female,0,No,Yes,30,Yes,No phone service,No,Yes,No,Yes,No internet service,No,No internet service,One year,No,Mailed check,29.54,903.18,Yes
CUST3023,Female,0,No,Yes,40,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,106.23,4267.57,Yes
CUST3024,Female,1,No,No,36,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,44.84,1647.61,Yes
CUST3025,Male,0,No,No,37,Yes,Yes,No,No,No internet service,Yes,Yes,No,No,Month-to-month,No,Bank transfer,42.47,1577.34,Yes
CUST3026,Male,0,No,Yes,50,Yes,No phone service,No,No,No internet service,No,No,No,No,Month-to-month,No,Mailed check,104.41,5237.63,Yes
CUST3027,Male,0,No,No,36,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No,Yes,Two year,No,Bank transfer,74.22,2675.08,No
CUST3028,Male,0,Yes,No,30,Yes,No phone service,No,Yes,Yes,No,Yes,No internet service,No,Month-to-month,No,Bank transfer,55.06,1676.17,Yes
CUST3029,Male,0,Yes,No,61,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,91.42,5635.82,Yes
CUST3030,Male,0,No,Yes,17,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Two year,No,Credit card,100.97,1745.65,No
CUST3031,Male,0,No,No,5,Yes,Yes,No,Yes,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,106.28,535.8,No
CUST3032,Female,0,No,Yes,8,Yes,Yes,DSL,No internet service,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card,31.94,285.31,Yes
CUST3033,Male,0,Yes,No,10,Yes,Yes,No,Yes,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Electronic check,78.25,849.84,Yes
CUST3034,Male,0,Yes,No,1,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No,No,Month-to-month,No,Electronic check,87.82,128.46,Yes
CUST3035,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,31.65,912.26,Yes
CUST3036,Male,0,Yes,No,50,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,81.01,4115.4,Yes
CUST3037,Male,0,No,No,68,Yes,No,DSL,No internet service,No internet service,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,23.19,1589.94,No
CUST3038,Female,0,No,No,22,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Mailed check,54.16,1220.05,No
CUST3039,Male,1,No,No,6,Yes,No,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No internet service,One year,Yes,Electronic check,37.2,247.42,Yes
CUST3040,Male,0,No,No,55,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,76.12,4241.57,No
CUST3041,Male,0,Yes,No,61,Yes,No phone service,No,Yes,No,No,No,No internet service,No internet service,Two year,Yes,Bank transfer,39.11,2417.81,No
CUST3042,Female,0,Yes,No,14,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card,98.91,1441.56,Yes
CUST3043,Male,0,No,Yes,52,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No,One year,Yes,Bank transfer,32.11,1693.68,No
CUST3044,Male,0,Yes,Yes,42,Yes,Yes,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,95.78,4040.54,Yes
CUST3045,Female,0,Yes,Yes,34,Yes,No,DSL,No internet service,No internet service,Yes,No,No internet service,No internet service,One year,No,Mailed check,29.89,1038.56,No
CUST3046,Male,0,Yes,Yes,13,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer,64.24,838.85,Yes
CUST3047,Female,0,Yes,Yes,68,Yes,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No,One year,No,Credit card,89.85,6168.96,Yes
CUST3048,Female,0,No,No,48,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Electronic check,36.15,1760.96,Yes
CUST3049,Male,0,Yes,Yes,17,Yes,No,DSL,No,No internet service,No,Yes,Yes,No,Month-to-month,No,Electronic check,95.23,1711.05,No
CUST3050,Female,0,No,Yes,50,Yes,No,Fiber optic,No internet service,No,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer,115.34,5815.65,No
CUST3051,Female,0,Yes,No,0,Yes,Yes,DSL,Yes,No,No,No internet service,No internet service,No,Month-to-month,No,Electronic check,57.34,6.54,Yes
CUST3052,Male,0,Yes,Yes,26,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer,20.02,527.22,No
CUST3053,Female,0,No,No,63,Yes,Yes,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Two year,Yes,Mailed check,67.68,4292.21,No
CUST3054,Female,1,No,No,59,Yes,No,No,Yes,No internet service,Yes,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,110.24,6589.04,Yes
CUST3055,Male,0,Yes,Yes,40,Yes,Yes,No,No,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer,86.5,3476.11,Yes
CUST3056,Male,0,Yes,Yes,20,No,Yes,DSL,No,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,Mailed check,90.33,1821.94,No
CUST3057,Male,0,No,No,13,Yes,No phone service,No,Yes,Yes,No,Yes,No,No,Two year,No,Credit card,99.25,1312.06,No
CUST3058,Female,1,Yes,No,19,No,No,No,Yes,No,No,Yes,Yes,No internet service,Two year,No,Bank transfer,110.82,2131.17,No
CUST3059,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,Two year,Yes,Credit card,32.48,354.8,Yes
CUST3060,Female,0,No,No,65,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Credit card,79.02,5148.97,Yes
CUST3061,Female,1,Yes,Yes,23,Yes,No,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,108.97,2551.31,Yes
CUST3062,Female,1,Yes,Yes,36,Yes,Yes,No,No internet service,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,97.59,3552.6,Yes
CUST3063,Female,0,Yes,Yes,23,Yes,No,No,No internet service,Yes,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,44.89,1038.2,Yes
CUST3064,Female,0,Yes,Yes,14,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Bank transfer,107.46,1516.15,Yes
CUST3065,Female,0,Yes,No,11,Yes,No,No,No internet service,No,No internet service,No,Yes,Yes,Two year,No,Bank transfer,49.41,588.46,No
CUST3066,Female,0,No,No,63,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,61.09,3899.76,Yes
CUST3067,Male,0,Yes,Yes,30,Yes,Yes,DSL,No internet service,No internet service,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,38.56,1192.79,Yes
CUST3068,Male,0,No,Yes,52,Yes,Yes,DSL,No,No internet service,Yes,No,No,No,One year,No,Mailed check,108.52,5677.45,No
CUST3069,Female,0,No,No,71,Yes,No,No,No,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,29.3,2095.73,Yes
CUST3070,Female,0,Yes,No,43,Yes,Yes,No,No,No internet service,No,Yes,No internet service,No,Month-to-month,No,Mailed check,119.41,5165.17,Yes
CUST3071,Male,0,No,No,29,Yes,No phone service,No,Yes,No,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,52.87,1553.95,No
CUST3072,Female,0,Yes,No,34,Yes,No,No,No,No,No internet service,No,No internet service,No,One year,Yes,Mailed check,91.08,3169.05,Yes
CUST3073,Male,0,No,No,20,Yes,Yes,DSL,No internet service,No,Yes,No,No,Yes,One year,Yes,Bank transfer,32.87,673.06,Yes
CUST3074,Male,0,No,Yes,62,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card,68.79,4272.52,Yes
CUST3075,Male,1,No,Yes,16,Yes,Yes,DSL,No internet service,No internet service,Yes,Yes,No internet service,No,One year,Yes,Credit card,24.01,384.24,No
CUST3076,Female,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,107.84,1211.71,Yes
CUST3077,Female,0,No,Yes,17,Yes,No phone service,No,No,No,No,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,64.64,1110.72,Yes
CUST3078,Male,1,No,No,59,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,94.28,5637.39,Yes
CUST3079,Male,0,No,No,66,Yes,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,109.45,7296.66,Yes
CUST3080,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No internet service,No internet service,Yes,No,No internet service,Yes,Month-to-month,No,Credit card,26.86,398.56,Yes
CUST3081,Male,1,Yes,Yes,15,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,One year,No,Bank transfer,71.14,1096.89,No
CUST3082,Male,0,No,No,21,Yes,No,DSL,No,No,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer,38.95,840.68,No
CUST3083,Female,0,No,Yes,62,Yes,Yes,No,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,No,Bank transfer,26.9,1679.03,Yes
CUST3084,Male,0,No,Yes,30,Yes,No,No,No,No,No,No,No,Yes,Two year,Yes,Electronic check,82.2,2484.18,Yes
CUST3085,Female,0,No,No,0,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No internet service,Month-to-month,No,Credit card,31.41,19.82,Yes
CUST3086,Male,0,Yes,No,5,Yes,Yes,No,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,69.19,372.84,No
CUST3087,Female,1,Yes,No,8,No,Yes,DSL,No internet service,No,No,Yes,Yes,Yes,One year,No,Mailed check,39.69,327.42,Yes
CUST3088,Female,0,Yes,Yes,51,Yes,Yes,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Credit card,39.77,2065.59,Yes
CUST3089,Female,0,No,No,61,Yes,No,No,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.3,4418.09,No
CUST3090,Female,0,Yes,No,57,Yes,No,No,Yes,No internet service,No internet service,No,No,Yes,Month-to-month,Yes,Bank transfer,75.54,4364.46,Yes
CUST3091,Female,0,No,Yes,18,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No internet service,Yes,One year,No,Credit card,20.35,377.48,No
CUST3092,Female,0,No,No,12,Yes,Yes,DSL,Yes,No internet service,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer,70.08,894.43,Yes
CUST3093,Male,0,No,Yes,31,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Credit card,86.98,2704.2,Yes
CUST3094,Female,0,Yes,Yes,8,Yes,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,87.85,737.1,No
CUST3095,Male,0,No,Yes,48,Yes,No phone service,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,104.99,5123.1,No
CUST3096,Female,0,Yes,Yes,36,Yes,No,No,No internet service,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,109.53,4032.36,Yes
CUST3097,Female,0,No,No,30,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,One year,Yes,Mailed check,82.29,2533.62,No
CUST3098,Male,0,Yes,Yes,30,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,68.18,2096.15,Yes
CUST3099,Female,0,No,No,58,Yes,Yes,No,Yes,No internet service,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer,40.41,2359.0,Yes
CUST3100,Male,0,Yes,No,54,No,Yes,Fiber optic,No,Yes,No,No internet service,Yes,No,Two year,Yes,Credit card,32.68,1788.13,No
CUST3101,Male,0,No,No,18,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Credit card,80.91,1465.23,No
CUST3102,Male,0,Yes,No,62,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No,One year,No,Credit card,114.66,7127.56,No
CUST3103,Male,0,No,No,1,Yes,No phone service,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Credit card,47.82,73.64,Yes
CUST3104,Female,1,No,Yes,44,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,No internet service,Yes,Two year,Yes,Bank transfer,29.95,1334.26,No
CUST3105,Female,0,No,No,42,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,No,One year,Yes,Bank transfer,62.39,2649.81,No
CUST3106,Male,0,Yes,Yes,0,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,No,Month-to-month,No,Bank transfer,20.05,14.74,No
CUST3107,Female,0,No,Yes,60,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,75.36,4564.09,No
CUST3108,Female,0,No,Yes,2,Yes,No,No,No,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,24.95,51.54,Yes
CUST3109,Male,0,No,No,43,Yes,No phone service,No,Yes,Yes,No internet service,Yes,Yes,No,Month-to-month,No,Mailed check,113.1,4963.64,Yes
CUST3110,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,Yes,No,No,One year,No,Electronic check,106.99,709.13,Yes
CUST3111,Male,0,No,No,32,Yes,Yes,No,No internet service,Yes,No,No,No,Yes,Two year,Yes,Electronic check,31.49,1035.88,Yes
CUST3112,Male,1,No,No,8,Yes,No phone service,No,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,34.69,292.42,Yes
CUST3113,Female,1,Yes,Yes,29,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,No internet service,No,Two year,Yes,Bank transfer,115.34,3345.07,Yes
CUST3114,Female,0,No,No,17,Yes,No phone service,DSL,Yes,Yes,Yes,No internet service,No,No,Month-to-month,No,Credit card,101.36,1800.43,Yes
CUST3115,Female,0,Yes,No,55,Yes,No phone service,No,No,No internet service,No,No internet service,No internet service,No,Month-to-month,Yes,Credit card,114.2,6345.64,Yes
CUST3116,Male,0,No,Yes,30,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,53.45,1604.55,Yes
CUST3117,Male,0,Yes,Yes,71,No,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No,One year,Yes,Mailed check,31.1,2225.91,Yes
CUST3118,Female,0,Yes,Yes,62,Yes,No,No,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,81.54,5131.4,Yes
CUST3119,Female,0,Yes,Yes,49,Yes,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,116.67,5741.18,Yes
CUST3120,Female,0,No,Yes,0,Yes,No phone service,No,No,No,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,33.0,9.3,No
CUST3121,Female,0,No,Yes,18,Yes,No,DSL,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,101.89,1900.2,No
CUST3122,Male,0,Yes,Yes,63,Yes,Yes,No,No internet service,Yes,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,55.96,3571.42,No
CUST3123,Female,0,No,No,52,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,No,Bank transfer,31.55,1660.85,Yes
CUST3124,Male,0,No,No,5,Yes,No,Fiber optic,Yes,No,No,No,No,No internet service,Month-to-month,No,Electronic check,65.9,373.77,Yes
CUST3125,Male,0,Yes,Yes,16,Yes,Yes,No,No internet service,No internet service,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,68.87,1124.42,Yes
CUST3126,Female,0,Yes,Yes,45,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,One year,No,Electronic check,20.91,941.16,No
CUST3127,Female,0,Yes,No,71,Yes,No,DSL,No internet service,Yes,No,No internet service,Yes,Yes,One year,No,Mailed check,67.45,4845.6,No
CUST3128,Female,1,Yes,Yes,72,Yes,Yes,No,No internet service,Yes,No,No,No,No internet service,Two year,Yes,Bank transfer,84.75,6186.35,No
CUST3129,Male,0,No,Yes,54,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,No,Electronic check,96.47,5292.96,Yes
CUST3130,Female,0,No,Yes,5,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No internet service,Two year,No,Bank transfer,29.86,161.17,No
CUST3131,Female,0,No,Yes,69,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,No,Yes,One year,Yes,Bank transfer,107.65,7465.72,No
CUST3132,Male,0,No,Yes,67,Yes,Yes,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,One year,No,Credit card,36.77,2498.88,Yes
CUST3133,Female,0,No,No,39,Yes,No phone service,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer,85.83,3432.2,No
CUST3134,Male,0,No,Yes,65,Yes,No phone service,No,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer,75.26,4937.98,No
CUST3135,Female,0,Yes,Yes,8,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,Yes,One year,No,Bank transfer,108.0,919.56,Yes
CUST3136,Male,0,No,Yes,10,Yes,No,DSL,No internet service,No,No,No internet service,Yes,Yes,One year,Yes,Mailed check,23.86,250.92,No
CUST3137,Female,0,No,No,19,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No internet service,No,No,One year,No,Credit card,39.16,751.94,Yes
CUST3138,Female,0,No,No,42,Yes,Yes,DSL,No internet service,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,32.2,1375.85,Yes
CUST3139,Male,0,Yes,Yes,57,No,No phone service,Fiber optic,No,No,No internet service,No,No internet service,No,One year,Yes,Bank transfer,52.76,3016.35,No
CUST3140,Male,0,Yes,Yes,25,Yes,Yes,No,No internet service,Yes,No,No internet service,No internet service,No internet service,One year,Yes,Mailed check,53.88,1358.29,No
CUST3141,Female,0,No,Yes,37,Yes,No phone service,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,28.86,1087.28,Yes
CUST3142,Male,0,Yes,Yes,35,Yes,Yes,No,No,No,No,No internet service,No,No internet service,Month-to-month,No,Mailed check,71.43,2562.14,Yes
CUST3143,Male,0,Yes,No,54,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,31.62,1728.54,No
CUST3144,Male,0,No,No,5,Yes,Yes,No,No,No,No internet service,No,No,No,Two year,Yes,Mailed check,27.44,150.23,No
CUST3145,Male,0,No,Yes,2,Yes,No,DSL,No internet service,No internet service,No internet service,Yes,Yes,No,Month-to-month,Yes,Mailed check,23.32,62.85,Yes
CUST3146,Female,1,No,Yes,64,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,112.91,7277.61,Yes
CUST3147,Female,0,Yes,No,63,No,No,Fiber optic,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,59.67,3798.25,Yes
CUST3148,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No internet service,No,Yes,No internet service,No,No,Month-to-month,No,Credit card,48.37,2794.84,Yes
CUST3149,Male,0,No,Yes,57,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No,No internet service,One year,No,Mailed check,68.23,3890.11,Yes
CUST3150,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,35.77,615.92,No
CUST3151,Male,1,Yes,Yes,22,Yes,No,Fiber optic,Yes,No internet service,No,Yes,No,Yes,One year,No,Credit card,60.62,1376.26,No
CUST3152,Female,0,Yes,No,28,Yes,No,DSL,No,No internet service,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Credit card,39.05,1109.07,Yes
CUST3153,Female,0,No,No,22,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,Yes,Month-to-month,No,Credit card,50.44,1136.02,Yes
CUST3154,Male,0,No,No,35,Yes,No phone service,Fiber optic,No,No,No internet service,No,No,No internet service,One year,No,Electronic check,112.42,4011.71,Yes
CUST3155,Male,0,No,No,69,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Bank transfer,34.87,2424.39,No
CUST3156,Male,0,No,Yes,5,Yes,Yes,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer,67.38,393.29,Yes
CUST3157,Female,1,No,No,33,No,No,DSL,No,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,86.09,2873.61,Yes
CUST3158,Male,0,Yes,No,43,Yes,No phone service,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card,111.8,4884.74,Yes
CUST3159,Female,0,Yes,No,43,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Yes,No,No internet service,Month-to-month,No,Mailed check,112.3,4876.67,Yes
CUST3160,Male,1,Yes,Yes,26,Yes,No phone service,DSL,No,No internet service,Yes,No internet service,No,No internet service,Month-to-month,No,Mailed check,44.73,1186.66,No
CUST3161,Female,0,Yes,No,51,Yes,No phone service,No,No internet service,No,No,Yes,Yes,No internet service,Two year,Yes,Electronic check,114.32,5843.32,Yes
CUST3162,Male,0,Yes,No,41,Yes,Yes,No,No internet service,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,53.14,2222.92,No
CUST3163,Female,0,Yes,No,24,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,109.49,2662.79,Yes
CUST3164,Male,0,No,Yes,38,Yes,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,29.32,1122.99,Yes
CUST3165,Male,0,No,No,38,Yes,No phone service,No,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,39.84,1517.46,Yes
CUST3166,Male,0,Yes,Yes,11,Yes,No,Fiber optic,No internet service,No,No,Yes,No internet service,Yes,One year,Yes,Credit card,27.9,321.03,No
CUST3167,Female,0,No,Yes,10,Yes,No,No,No,No,Yes,No,Yes,No,One year,No,Mailed check,49.9,519.85,No
CUST3168,Male,0,Yes,No,2,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,107.39,225.4,Yes
CUST3169,Female,0,Yes,Yes,21,Yes,No phone service,DSL,Yes,No,No,No,Yes,No internet service,One year,No,Mailed check,35.93,781.53,No
CUST3170,Female,0,No,No,3,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,42.48,130.26,No
CUST3171,Male,0,No,Yes,7,Yes,Yes,DSL,No,Yes,No,No internet service,No,Yes,One year,Yes,Mailed check,41.62,297.38,No
